[ T-Track ]
    title = [t-track] in xyz mesh
     mesh =  xyz            # mesh type is xyz scoring mesh
  0.00000000E+00  1.82313344E+00
  0.00000000E+00  1.75633830E+00
  0.00000000E+00  1.68803410E+00
  0.00000000E+00  1.62123897E+00
  0.00000000E+00  1.55293477E+00
  0.00000000E+00  1.48613963E+00
  0.00000000E+00  1.41783543E+00
  0.00000000E+00  1.35104029E+00
  0.00000000E+00  1.28273609E+00
  0.00000000E+00  1.21594095E+00
  0.00000000E+00  1.14763675E+00
  0.00000000E+00  1.08084162E+00
  0.00000000E+00  1.01253742E+00
  0.00000000E+00  9.45742278E-01
  0.00000000E+00  8.77438078E-01
  0.00000000E+00  8.10642940E-01
  0.00000000E+00  7.42338740E-01
  0.00000000E+00  6.75543602E-01
  0.00000000E+00  6.07239403E-01
  0.00000000E+00  5.40444265E-01
  0.00000000E+00  4.72140065E-01
  0.00000000E+00  4.05344927E-01
  0.00000000E+00  3.37040727E-01
  0.00000000E+00  2.70245589E-01
  0.00000000E+00  2.01941389E-01
  0.00000000E+00  1.35146251E-01
  0.00000000E+00  6.68420515E-02
  0.00000000E+00  4.69135780E-05
  0.00000000E+00 -6.82572862E-02
  0.00000000E+00 -1.35052424E-01
  0.00000000E+00 -2.03356624E-01
  0.00000000E+00 -2.70151762E-01
  0.00000000E+00 -3.38455962E-01
  0.00000000E+00 -4.05251100E-01
  0.00000000E+00 -4.73555299E-01
  0.00000000E+00 -5.40350437E-01
  0.00000000E+00 -6.08654637E-01
  0.00000000E+00 -6.75449775E-01
  0.00000000E+00 -7.43753975E-01
  0.00000000E+00 -8.10549113E-01
  0.00000000E+00 -8.78853313E-01
  0.00000000E+00 -9.45648451E-01
  0.00000000E+00 -1.01395265E+00
  0.00000000E+00 -1.08074779E+00
  0.00000000E+00 -1.14905199E+00
  0.00000000E+00 -1.21584713E+00
  0.00000000E+00 -1.28415133E+00
  0.00000000E+00 -1.35094646E+00
  0.00000000E+00 -1.41925066E+00
  0.00000000E+00 -1.48604580E+00
  0.00000000E+00 -1.55435000E+00
  0.00000000E+00 -1.62114514E+00
  0.00000000E+00 -1.68944934E+00
  0.00000000E+00 -1.75624448E+00
  0.00000000E+00 -1.82454868E+00
  0.00000000E+00 -1.89134381E+00
  0.00000000E+00 -1.95964801E+00
  0.00000000E+00 -2.02644315E+00
  0.00000000E+00 -2.09474735E+00
  0.00000000E+00 -2.16154249E+00
  0.00000000E+00 -2.22984669E+00
  0.00000000E+00 -2.29664183E+00
  0.00000000E+00 -2.36494603E+00
  0.00000000E+00 -2.43174117E+00
  0.00000000E+00 -2.50004537E+00
  0.00000000E+00 -2.56684050E+00
  0.00000000E+00 -2.63514470E+00
  0.00000000E+00 -2.70193984E+00
  0.00000000E+00 -2.77024404E+00
  0.00000000E+00 -2.83703918E+00
  0.00000000E+00 -2.90534338E+00
  0.00000000E+00 -2.97213852E+00
  0.00000000E+00 -3.04044272E+00
  0.00000000E+00 -3.10723785E+00
  0.00000000E+00 -3.17554205E+00
  0.00000000E+00 -3.24233719E+00
  0.00000000E+00 -3.31064139E+00
  0.00000000E+00 -3.37743653E+00
  0.00000000E+00 -3.44574073E+00
  0.00000000E+00 -3.51253587E+00
  0.00000000E+00 -3.58084007E+00
  0.00000000E+00 -3.64763521E+00
  0.00000000E+00 -3.71593941E+00
  0.00000000E+00 -3.78273454E+00
  0.00000000E+00 -3.85103874E+00
  0.00000000E+00 -3.91783388E+00
  0.00000000E+00 -3.98613808E+00
  0.00000000E+00 -4.05293322E+00
  0.00000000E+00 -4.12123742E+00
  0.00000000E+00 -4.18803256E+00
  0.00000000E+00 -4.25633676E+00
  0.00000000E+00 -4.32313189E+00
  0.00000000E+00 -4.39143609E+00
  0.00000000E+00 -4.45823123E+00
  0.00000000E+00 -4.52653543E+00
  0.00000000E+00 -4.59333057E+00
  0.00000000E+00 -4.66163477E+00
  0.00000000E+00 -4.72842991E+00
  0.00000000E+00 -4.79673411E+00
  0.00000000E+00 -4.86352925E+00
  0.00000000E+00 -4.93183345E+00
  0.00000000E+00 -4.99862858E+00
  0.00000000E+00 -5.06693278E+00
  0.00000000E+00 -5.13372792E+00
  0.00000000E+00 -5.20203212E+00
  0.00000000E+00 -5.26882726E+00
  0.00000000E+00 -5.33713146E+00
  0.00000000E+00 -5.40392660E+00
  0.00000000E+00 -5.47223080E+00
  0.00000000E+00 -5.53902593E+00
  0.00000000E+00 -5.60733013E+00
  0.00000000E+00 -5.67412527E+00
  0.00000000E+00 -5.74242947E+00
  0.00000000E+00 -5.80922461E+00
  0.00000000E+00 -5.87752881E+00
  0.00000000E+00 -5.94432395E+00
  0.00000000E+00 -6.01262815E+00
  0.00000000E+00 -6.07942329E+00
  0.00000000E+00 -6.14772748E+00
  0.00000000E+00 -6.21452262E+00
  0.00000000E+00 -6.28282682E+00
  0.00000000E+00 -6.34962196E+00
  0.00000000E+00 -6.41792616E+00
  0.00000000E+00 -6.48472130E+00
  0.00000000E+00 -6.55302550E+00
  0.00000000E+00 -6.61982064E+00
  0.00000000E+00 -6.68812484E+00
  0.00000000E+00 -6.75491997E+00
  0.00000000E+00 -6.82322417E+00
  0.00000000E+00 -6.89001931E+00
  0.00000000E+00 -6.95832351E+00
  0.00000000E+00 -7.02511865E+00
  0.00000000E+00 -7.09342285E+00
  0.00000000E+00 -7.16021799E+00
  0.00000000E+00 -7.22852219E+00
  0.00000000E+00 -7.29531732E+00
  0.00000000E+00 -7.36362152E+00
  0.00000000E+00 -7.43041666E+00
  0.00000000E+00 -7.49872086E+00
  0.00000000E+00 -7.56551600E+00
  0.00000000E+00 -7.63382020E+00
  0.00000000E+00 -7.70061534E+00
  0.00000000E+00 -7.76891954E+00
  0.00000000E+00 -7.83571468E+00
  0.00000000E+00 -7.90401888E+00
  0.00000000E+00 -7.97081401E+00
  0.00000000E+00 -8.03911821E+00
  0.00000000E+00 -8.10591335E+00
  0.00000000E+00 -8.17421755E+00
  0.00000000E+00 -8.24101269E+00
  0.00000000E+00 -8.30931689E+00
  0.00000000E+00 -8.37611203E+00
  0.00000000E+00 -8.44441623E+00
  0.00000000E+00 -8.51121136E+00
  0.00000000E+00 -8.57951556E+00
  0.00000000E+00 -8.64631070E+00
  0.00000000E+00 -8.71461490E+00
  0.00000000E+00 -8.78141004E+00
  0.00000000E+00 -8.84971424E+00
  0.00000000E+00 -8.91650938E+00
  0.00000000E+00 -8.98481358E+00
  0.00000000E+00 -9.05160872E+00
  0.00000000E+00 -9.11991292E+00
  0.00000000E+00 -9.18670805E+00
  0.00000000E+00 -9.25501225E+00
  0.00000000E+00 -9.32180739E+00
  0.00000000E+00 -9.39011159E+00
  0.00000000E+00 -9.45690673E+00
  0.00000000E+00 -9.52521093E+00
  0.00000000E+00 -9.59200607E+00
  0.00000000E+00 -9.66031027E+00
  0.00000000E+00 -9.72710540E+00
  0.00000000E+00 -9.79540960E+00
  0.00000000E+00 -9.86220474E+00
  0.00000000E+00 -9.93050894E+00
  0.00000000E+00 -9.99730408E+00
  0.00000000E+00 -1.00656083E+01
  0.00000000E+00 -1.01324034E+01

hb:   line clip z  
frame:
 -9.9998521E+00 -9.9999534E+00
  1.1000015E+02 -9.9999534E+00
  1.1000015E+02  1.0000047E+01
 -9.9998521E+00  1.0000047E+01
clip:
  3.01332180E+00 -1.01324034E+01
  6.00000000E+00 -1.01324034E+01
  6.00000000E+00 -1.00790376E+01
  6.00000000E+00 -9.99730408E+00
  6.00000000E+00 -9.94393830E+00
  6.00000000E+00 -9.86220474E+00
  6.00000000E+00 -9.80883896E+00
  6.00000000E+00 -9.72710540E+00
  6.00000000E+00 -9.67373962E+00
  6.00000000E+00 -9.59200607E+00
  6.00000000E+00 -9.53864029E+00
  6.00000000E+00 -9.45690673E+00
  6.00000000E+00 -9.40354095E+00
  6.00000000E+00 -9.32180739E+00
  6.00000000E+00 -9.26844161E+00
  6.00000000E+00 -9.18670805E+00
  6.00000000E+00 -9.13334227E+00
  6.00000000E+00 -9.05160872E+00
  6.00000000E+00 -8.99824294E+00
  6.00000000E+00 -8.91650938E+00
  6.00000000E+00 -8.86314360E+00
  6.00000000E+00 -8.78141004E+00
  6.00000000E+00 -8.72804426E+00
  6.00000000E+00 -8.64631070E+00
  6.00000000E+00 -8.59294492E+00
  6.00000000E+00 -8.51121136E+00
  6.00000000E+00 -8.45784558E+00
  6.00000000E+00 -8.37611203E+00
  6.00000000E+00 -8.32274625E+00
  6.00000000E+00 -8.24101269E+00
  6.00000000E+00 -8.18764691E+00
  6.00000000E+00 -8.10591335E+00
  6.00000000E+00 -8.05254757E+00
  6.00000000E+00 -7.97081401E+00
  6.00000000E+00 -7.91744823E+00
  6.00000000E+00 -7.83571468E+00
  6.00000000E+00 -7.78234890E+00
  6.00000000E+00 -7.70061534E+00
  6.00000000E+00 -7.64724956E+00
  6.00000000E+00 -7.56551600E+00
  6.00000000E+00 -7.51215022E+00
  6.00000000E+00 -7.43041666E+00
  6.00000000E+00 -7.37705088E+00
  6.00000000E+00 -7.29531732E+00
  6.00000000E+00 -7.24195154E+00
  6.00000000E+00 -7.16021799E+00
  6.00000000E+00 -7.10685221E+00
  6.00000000E+00 -7.02511865E+00
  6.00000000E+00 -6.97175287E+00
  6.00000000E+00 -6.89001931E+00
  6.00000000E+00 -6.83665353E+00
  6.00000000E+00 -6.75491997E+00
  6.00000000E+00 -6.70155419E+00
  6.00000000E+00 -6.61982064E+00
  6.00000000E+00 -6.56645486E+00
  6.00000000E+00 -6.48472130E+00
  6.00000000E+00 -6.43135552E+00
  6.00000000E+00 -6.34962196E+00
  6.00000000E+00 -6.29625618E+00
  6.00000000E+00 -6.21452262E+00
  6.00000000E+00 -6.16115684E+00
  6.00000000E+00 -6.07942329E+00
  6.00000000E+00 -6.02605750E+00
  6.00000000E+00 -5.94432395E+00
  6.00000000E+00 -5.89095817E+00
  6.00000000E+00 -5.80922461E+00
  6.00000000E+00 -5.75585883E+00
  6.00000000E+00 -5.67412527E+00
  6.00000000E+00 -5.62075949E+00
  6.00000000E+00 -5.53902593E+00
  6.00000000E+00 -5.48566015E+00
  6.00000000E+00 -5.40392660E+00
  6.00000000E+00 -5.35056082E+00
  6.00000000E+00 -5.26882726E+00
  6.00000000E+00 -5.21546148E+00
  6.00000000E+00 -5.13372792E+00
  6.00000000E+00 -5.08036214E+00
  6.00000000E+00 -4.99862858E+00
  6.00000000E+00 -4.94526280E+00
  6.00000000E+00 -4.86352925E+00
  6.00000000E+00 -4.81016347E+00
  6.00000000E+00 -4.72842991E+00
  6.00000000E+00 -4.67506413E+00
  6.00000000E+00 -4.59333057E+00
  6.00000000E+00 -4.53996479E+00
  6.00000000E+00 -4.45823123E+00
  6.00000000E+00 -4.40486545E+00
  6.00000000E+00 -4.32313189E+00
  6.00000000E+00 -4.26976611E+00
  6.00000000E+00 -4.18803256E+00
  6.00000000E+00 -4.13466678E+00
  6.00000000E+00 -4.05293322E+00
  6.00000000E+00 -3.99956744E+00
  6.00000000E+00 -3.91783388E+00
  6.00000000E+00 -3.86446810E+00
  6.00000000E+00 -3.78273454E+00
  6.00000000E+00 -3.72936876E+00
  6.00000000E+00 -3.64763521E+00
  6.00000000E+00 -3.59426943E+00
  6.00000000E+00 -3.51253587E+00
  6.00000000E+00 -3.45917009E+00
  6.00000000E+00 -3.37743653E+00
  6.00000000E+00 -3.32407075E+00
  6.00000000E+00 -3.24233719E+00
  6.00000000E+00 -3.18897141E+00
  6.00000000E+00 -3.10723785E+00
  6.00000000E+00 -3.05387207E+00
  6.00000000E+00 -2.97213852E+00
  6.00000000E+00 -2.91877274E+00
  6.00000000E+00 -2.83703918E+00
  6.00000000E+00 -2.78367340E+00
  6.00000000E+00 -2.70193984E+00
  6.00000000E+00 -2.64857406E+00
  6.00000000E+00 -2.56684050E+00
  6.00000000E+00 -2.51347472E+00
  6.00000000E+00 -2.43174117E+00
  6.00000000E+00 -2.37837539E+00
  6.00000000E+00 -2.29664183E+00
  6.00000000E+00 -2.24327605E+00
  6.00000000E+00 -2.16154249E+00
  6.00000000E+00 -2.10817671E+00
  6.00000000E+00 -2.02644315E+00
  6.00000000E+00 -1.97307737E+00
  6.00000000E+00 -1.89134381E+00
  6.00000000E+00 -1.83797803E+00
  6.00000000E+00 -1.75624448E+00
  6.00000000E+00 -1.70287870E+00
  6.00000000E+00 -1.62114514E+00
  6.00000000E+00 -1.56777936E+00
  6.00000000E+00 -1.48604580E+00
  6.00000000E+00 -1.43268002E+00
  6.00000000E+00 -1.35094646E+00
  6.00000000E+00 -1.29758068E+00
  6.00000000E+00 -1.21584713E+00
  6.00000000E+00 -1.16248135E+00
  6.00000000E+00 -1.08074779E+00
  6.00000000E+00 -1.02738201E+00
  6.00000000E+00 -9.45648451E-01
  6.00000000E+00 -8.92282670E-01
  6.00000000E+00 -8.10549113E-01
  6.00000000E+00 -7.57183333E-01
  6.00000000E+00 -6.75449775E-01
  6.00000000E+00 -6.22083995E-01
  6.00000000E+00 -5.40350437E-01
  6.00000000E+00 -4.86984657E-01
  6.00000000E+00 -4.05251100E-01
  6.00000000E+00 -3.51885319E-01
  6.00000000E+00 -2.70151762E-01
  6.00000000E+00 -2.16785982E-01
  6.00000000E+00 -1.35052424E-01
  6.00000000E+00 -8.16866439E-02
  6.00000000E+00  4.69135780E-05
  6.00000000E+00  5.34126939E-02
  6.00000000E+00  1.35146251E-01
  6.00000000E+00  1.88512032E-01
  6.00000000E+00  2.70245589E-01
  6.00000000E+00  3.23611369E-01
  6.00000000E+00  4.05344927E-01
  6.00000000E+00  4.58710707E-01
  6.00000000E+00  5.40444265E-01
  6.00000000E+00  5.93810045E-01
  6.00000000E+00  6.75543602E-01
  6.00000000E+00  7.28909383E-01
  6.00000000E+00  8.10642940E-01
  6.00000000E+00  8.64008720E-01
  6.00000000E+00  9.45742278E-01
  6.00000000E+00  9.99108058E-01
  6.00000000E+00  1.08084162E+00
  6.00000000E+00  1.13420740E+00
  6.00000000E+00  1.21594095E+00
  6.00000000E+00  1.26930673E+00
  6.00000000E+00  1.35104029E+00
  6.00000000E+00  1.40440607E+00
  6.00000000E+00  1.48613963E+00
  6.00000000E+00  1.53950541E+00
  6.00000000E+00  1.62123897E+00
  6.00000000E+00  1.67460475E+00
  6.00000000E+00  1.75633830E+00
  6.00000000E+00  1.80970408E+00
  6.00000000E+00  1.89143764E+00
  6.00000000E+00  1.94480342E+00
  6.00000000E+00  2.02653698E+00
  6.00000000E+00  2.07990276E+00
  6.00000000E+00  2.16163632E+00
  6.00000000E+00  2.21500210E+00
  6.00000000E+00  2.29673566E+00
  6.00000000E+00  2.35010144E+00
  6.00000000E+00  2.43183499E+00
  6.00000000E+00  2.48520077E+00
  6.00000000E+00  2.56693433E+00
  6.00000000E+00  2.62030011E+00
  6.00000000E+00  2.70203367E+00
  6.00000000E+00  2.75539945E+00
  6.00000000E+00  2.83713301E+00
  6.00000000E+00  2.89049879E+00
  6.00000000E+00  2.97223234E+00
  6.00000000E+00  3.02559812E+00
  6.00000000E+00  3.10733168E+00
  6.00000000E+00  3.16069746E+00
  6.00000000E+00  3.24243102E+00
  6.00000000E+00  3.29579680E+00
  6.00000000E+00  3.37753036E+00
  6.00000000E+00  3.43089614E+00
  6.00000000E+00  3.51262970E+00
  6.00000000E+00  3.56599548E+00
  6.00000000E+00  3.64772903E+00
  6.00000000E+00  3.70109481E+00
  6.00000000E+00  3.78282837E+00
  6.00000000E+00  3.83619415E+00
  6.00000000E+00  3.91792771E+00
  6.00000000E+00  3.97129349E+00
  6.00000000E+00  4.05302705E+00
  6.00000000E+00  4.10639283E+00
  6.00000000E+00  4.18812638E+00
  6.00000000E+00  4.24149216E+00
  6.00000000E+00  4.32322572E+00
  6.00000000E+00  4.37659150E+00
  6.00000000E+00  4.45832506E+00
  6.00000000E+00  4.51169084E+00
  6.00000000E+00  4.59342440E+00
  6.00000000E+00  4.64679018E+00
  6.00000000E+00  4.72852373E+00
  6.00000000E+00  4.78188952E+00
  6.00000000E+00  4.86362307E+00
  6.00000000E+00  4.91698885E+00
  6.00000000E+00  4.99872241E+00
  6.00000000E+00  5.05208819E+00
  6.00000000E+00  5.13382175E+00
  6.00000000E+00  5.18718753E+00
  6.00000000E+00  5.26892109E+00
  6.00000000E+00  5.32228687E+00
  6.00000000E+00  5.40402042E+00
  6.00000000E+00  5.45738620E+00
  6.00000000E+00  5.53911976E+00
  6.00000000E+00  5.59248554E+00
  6.00000000E+00  5.67421910E+00
  6.00000000E+00  5.72758488E+00
  6.00000000E+00  5.80931844E+00
  6.00000000E+00  5.86268422E+00
  6.00000000E+00  5.94441777E+00
  6.00000000E+00  5.99778355E+00
  6.00000000E+00  6.07951711E+00
  6.00000000E+00  6.13288289E+00
  6.00000000E+00  6.21461645E+00
  6.00000000E+00  6.26798223E+00
  6.00000000E+00  6.34971579E+00
  6.00000000E+00  6.40308157E+00
  6.00000000E+00  6.48481513E+00
  6.00000000E+00  6.53818091E+00
  6.00000000E+00  6.61991446E+00
  6.00000000E+00  6.67328024E+00
  6.00000000E+00  6.75501380E+00
  6.00000000E+00  6.80837958E+00
  6.00000000E+00  6.89011314E+00
  6.00000000E+00  6.94347892E+00
  6.00000000E+00  7.02521248E+00
  6.00000000E+00  7.07857826E+00
  6.00000000E+00  7.16031181E+00
  6.00000000E+00  7.21367759E+00
  6.00000000E+00  7.29541115E+00
  6.00000000E+00  7.34877693E+00
  6.00000000E+00  7.43051049E+00
  6.00000000E+00  7.48387627E+00
  6.00000000E+00  7.56560983E+00
  6.00000000E+00  7.61897561E+00
  6.00000000E+00  7.70070917E+00
  6.00000000E+00  7.75407495E+00
  6.00000000E+00  7.83580850E+00
  6.00000000E+00  7.88917428E+00
  6.00000000E+00  7.97090784E+00
  6.00000000E+00  8.02427362E+00
  6.00000000E+00  8.10600718E+00
  6.00000000E+00  8.15937296E+00
  6.00000000E+00  8.24110652E+00
  6.00000000E+00  8.29447230E+00
  6.00000000E+00  8.37620585E+00
  6.00000000E+00  8.42957163E+00
  6.00000000E+00  8.51130519E+00
  6.00000000E+00  8.56467097E+00
  6.00000000E+00  8.64640453E+00
  6.00000000E+00  8.69977031E+00
  6.00000000E+00  8.78150387E+00
  6.00000000E+00  8.83486965E+00
  6.00000000E+00  8.91660320E+00
  6.00000000E+00  8.96996899E+00
  6.00000000E+00  9.05170254E+00
  6.00000000E+00  9.10506832E+00
  6.00000000E+00  9.18680188E+00
  6.00000000E+00  9.24016766E+00
  6.00000000E+00  9.32190122E+00
  6.00000000E+00  9.37526700E+00
  6.00000000E+00  9.45700056E+00
  6.00000000E+00  9.51036634E+00
  6.00000000E+00  9.59209989E+00
  6.00000000E+00  9.64546567E+00
  6.00000000E+00  9.72719923E+00
  6.00000000E+00  9.78056501E+00
  6.00000000E+00  9.86229857E+00
  6.00000000E+00  9.91566435E+00
  6.00000000E+00  9.99739791E+00
  6.00000000E+00  1.00507637E+01
  6.00000000E+00  1.01324972E+01
  5.90481881E+00  1.01324972E+01
  5.66386072E+00  1.01324972E+01
  5.42290264E+00  1.01324972E+01
  5.18194456E+00  1.01324972E+01
  4.94098647E+00  1.01324972E+01
  4.70002839E+00  1.01324972E+01
  4.45907030E+00  1.01324972E+01
  4.21811222E+00  1.01324972E+01
  3.97715414E+00  1.01324972E+01
  3.73619605E+00  1.01324972E+01
  3.49523797E+00  1.01324972E+01
  3.25427988E+00  1.01324972E+01
  3.01332180E+00  1.01324972E+01
  2.90000000E+00  1.01324972E+01
  2.90000000E+00  1.00689605E+01
  2.90000000E+00  9.99739791E+00
  2.90000000E+00  9.93386113E+00
  2.90000000E+00  9.86229857E+00
  2.90000000E+00  9.79876179E+00
  2.90000000E+00  9.72719923E+00
  2.90000000E+00  9.66366245E+00
  2.90000000E+00  9.59209989E+00
  2.90000000E+00  9.52856312E+00
  2.90000000E+00  9.45700056E+00
  2.90000000E+00  9.39346378E+00
  2.90000000E+00  9.32190122E+00
  2.90000000E+00  9.25836444E+00
  2.90000000E+00  9.18680188E+00
  2.90000000E+00  9.12326510E+00
  2.90000000E+00  9.05170254E+00
  2.90000000E+00  8.98816576E+00
  2.90000000E+00  8.91660320E+00
  2.90000000E+00  8.85306643E+00
  2.90000000E+00  8.78150387E+00
  2.90000000E+00  8.71796709E+00
  2.90000000E+00  8.64640453E+00
  2.90000000E+00  8.58286775E+00
  2.90000000E+00  8.51130519E+00
  2.90000000E+00  8.44776841E+00
  2.90000000E+00  8.37620585E+00
  2.90000000E+00  8.31266908E+00
  2.90000000E+00  8.24110652E+00
  2.90000000E+00  8.17756974E+00
  2.90000000E+00  8.10600718E+00
  2.90000000E+00  8.04247040E+00
  2.90000000E+00  7.97090784E+00
  2.90000000E+00  7.90737106E+00
  2.90000000E+00  7.83580850E+00
  2.90000000E+00  7.77227173E+00
  2.90000000E+00  7.70070917E+00
  2.90000000E+00  7.63717239E+00
  2.90000000E+00  7.56560983E+00
  2.90000000E+00  7.50207305E+00
  2.90000000E+00  7.43051049E+00
  2.90000000E+00  7.36697371E+00
  2.90000000E+00  7.29541115E+00
  2.90000000E+00  7.23187437E+00
  2.90000000E+00  7.16031181E+00
  2.90000000E+00  7.09677504E+00
  2.90000000E+00  7.02521248E+00
  2.90000000E+00  6.96167570E+00
  2.90000000E+00  6.89011314E+00
  2.90000000E+00  6.82657636E+00
  2.90000000E+00  6.75501380E+00
  2.90000000E+00  6.69147702E+00
  2.90000000E+00  6.61991446E+00
  2.90000000E+00  6.55637769E+00
  2.90000000E+00  6.48481513E+00
  2.90000000E+00  6.42127835E+00
  2.90000000E+00  6.34971579E+00
  2.90000000E+00  6.28617901E+00
  2.90000000E+00  6.21461645E+00
  2.90000000E+00  6.15107967E+00
  2.90000000E+00  6.07951711E+00
  2.90000000E+00  6.01598033E+00
  2.90000000E+00  5.94441777E+00
  2.90000000E+00  5.88088100E+00
  2.90000000E+00  5.80931844E+00
  2.90000000E+00  5.74578166E+00
  2.90000000E+00  5.67421910E+00
  2.90000000E+00  5.61068232E+00
  2.90000000E+00  5.53911976E+00
  2.90000000E+00  5.47558298E+00
  2.90000000E+00  5.40402042E+00
  2.90000000E+00  5.34048365E+00
  2.90000000E+00  5.26892109E+00
  2.90000000E+00  5.20538431E+00
  2.90000000E+00  5.13382175E+00
  2.90000000E+00  5.07028497E+00
  2.90000000E+00  4.99872241E+00
  2.90000000E+00  4.93518563E+00
  2.90000000E+00  4.86362307E+00
  2.90000000E+00  4.80008629E+00
  2.90000000E+00  4.72852373E+00
  2.90000000E+00  4.66498696E+00
  2.90000000E+00  4.59342440E+00
  2.90000000E+00  4.52988762E+00
  2.90000000E+00  4.45832506E+00
  2.90000000E+00  4.39478828E+00
  2.90000000E+00  4.32322572E+00
  2.90000000E+00  4.25968894E+00
  2.90000000E+00  4.18812638E+00
  2.90000000E+00  4.12458961E+00
  2.90000000E+00  4.05302705E+00
  2.90000000E+00  3.98949027E+00
  2.90000000E+00  3.91792771E+00
  2.90000000E+00  3.85439093E+00
  2.90000000E+00  3.78282837E+00
  2.90000000E+00  3.71929159E+00
  2.90000000E+00  3.64772903E+00
  2.90000000E+00  3.58419225E+00
  2.90000000E+00  3.51262970E+00
  2.90000000E+00  3.44909292E+00
  2.90000000E+00  3.37753036E+00
  2.90000000E+00  3.31399358E+00
  2.90000000E+00  3.24243102E+00
  2.90000000E+00  3.17889424E+00
  2.90000000E+00  3.10733168E+00
  2.90000000E+00  3.04379490E+00
  2.90000000E+00  2.97223234E+00
  2.90000000E+00  2.90869557E+00
  2.90000000E+00  2.83713301E+00
  2.90000000E+00  2.77359623E+00
  2.90000000E+00  2.70203367E+00
  2.90000000E+00  2.63849689E+00
  2.90000000E+00  2.56693433E+00
  2.90000000E+00  2.50339755E+00
  2.90000000E+00  2.43183499E+00
  2.90000000E+00  2.36829822E+00
  2.90000000E+00  2.29673566E+00
  2.90000000E+00  2.23319888E+00
  2.90000000E+00  2.16163632E+00
  2.90000000E+00  2.09809954E+00
  2.90000000E+00  2.02653698E+00
  2.90000000E+00  1.96300020E+00
  2.90000000E+00  1.89143764E+00
  2.90000000E+00  1.82790086E+00
  2.90000000E+00  1.75633830E+00
  2.90000000E+00  1.69280153E+00
  2.90000000E+00  1.62123897E+00
  2.90000000E+00  1.55770219E+00
  2.90000000E+00  1.48613963E+00
  2.90000000E+00  1.42260285E+00
  2.90000000E+00  1.35104029E+00
  2.90000000E+00  1.28750351E+00
  2.90000000E+00  1.21594095E+00
  2.90000000E+00  1.15240418E+00
  2.90000000E+00  1.08084162E+00
  2.90000000E+00  1.01730484E+00
  2.90000000E+00  9.45742278E-01
  2.90000000E+00  8.82205500E-01
  2.90000000E+00  8.10642940E-01
  2.90000000E+00  7.47106162E-01
  2.90000000E+00  6.75543602E-01
  2.90000000E+00  6.12006824E-01
  2.90000000E+00  5.40444265E-01
  2.90000000E+00  4.76907487E-01
  2.90000000E+00  4.05344927E-01
  2.90000000E+00  3.41808149E-01
  2.90000000E+00  2.70245589E-01
  2.90000000E+00  2.06708811E-01
  2.90000000E+00  1.35146251E-01
  2.90000000E+00  7.16094735E-02
  2.90000000E+00  4.69135780E-05
  2.90000000E+00 -6.34898643E-02
  2.90000000E+00 -1.35052424E-01
  2.90000000E+00 -1.98589202E-01
  2.90000000E+00 -2.70151762E-01
  2.90000000E+00 -3.33688540E-01
  2.90000000E+00 -4.05251100E-01
  2.90000000E+00 -4.68787878E-01
  2.90000000E+00 -5.40350437E-01
  2.90000000E+00 -6.03887215E-01
  2.90000000E+00 -6.75449775E-01
  2.90000000E+00 -7.38986553E-01
  2.90000000E+00 -8.10549113E-01
  2.90000000E+00 -8.74085891E-01
  2.90000000E+00 -9.45648451E-01
  2.90000000E+00 -1.00918523E+00
  2.90000000E+00 -1.08074779E+00
  2.90000000E+00 -1.14428457E+00
  2.90000000E+00 -1.21584713E+00
  2.90000000E+00 -1.27938390E+00
  2.90000000E+00 -1.35094646E+00
  2.90000000E+00 -1.41448324E+00
  2.90000000E+00 -1.48604580E+00
  2.90000000E+00 -1.54958258E+00
  2.90000000E+00 -1.62114514E+00
  2.90000000E+00 -1.68468192E+00
  2.90000000E+00 -1.75624448E+00
  2.90000000E+00 -1.81978126E+00
  2.90000000E+00 -1.89134381E+00
  2.90000000E+00 -1.95488059E+00
  2.90000000E+00 -2.02644315E+00
  2.90000000E+00 -2.08997993E+00
  2.90000000E+00 -2.16154249E+00
  2.90000000E+00 -2.22507927E+00
  2.90000000E+00 -2.29664183E+00
  2.90000000E+00 -2.36017861E+00
  2.90000000E+00 -2.43174117E+00
  2.90000000E+00 -2.49527794E+00
  2.90000000E+00 -2.56684050E+00
  2.90000000E+00 -2.63037728E+00
  2.90000000E+00 -2.70193984E+00
  2.90000000E+00 -2.76547662E+00
  2.90000000E+00 -2.83703918E+00
  2.90000000E+00 -2.90057596E+00
  2.90000000E+00 -2.97213852E+00
  2.90000000E+00 -3.03567529E+00
  2.90000000E+00 -3.10723785E+00
  2.90000000E+00 -3.17077463E+00
  2.90000000E+00 -3.24233719E+00
  2.90000000E+00 -3.30587397E+00
  2.90000000E+00 -3.37743653E+00
  2.90000000E+00 -3.44097331E+00
  2.90000000E+00 -3.51253587E+00
  2.90000000E+00 -3.57607265E+00
  2.90000000E+00 -3.64763521E+00
  2.90000000E+00 -3.71117198E+00
  2.90000000E+00 -3.78273454E+00
  2.90000000E+00 -3.84627132E+00
  2.90000000E+00 -3.91783388E+00
  2.90000000E+00 -3.98137066E+00
  2.90000000E+00 -4.05293322E+00
  2.90000000E+00 -4.11647000E+00
  2.90000000E+00 -4.18803256E+00
  2.90000000E+00 -4.25156933E+00
  2.90000000E+00 -4.32313189E+00
  2.90000000E+00 -4.38666867E+00
